order_id,order_name,order_status,order_country,delivery_cost,product_code,product_name,product_price,qt,delivery
1573,YP1731-2,Paid,Denmark,61.04,16572-28200,"Hose, Radiator, Outlet",22.22,1,Express Mail Service
1319,YP1607-1,Completed,Puerto Rico,45.15,90119-06932,New Genuine Part,0.53,1,FedEx Priority
1925,YP2339-1,Сanceled,Norway,38.29,1035A698,"Gasket,Rocker Cover",20.99,1,FedEx Priority
2569,YP1279-2,Completed,Australia,30.01,90467-06165-C3,Clip(For Battery Service Hole Cover),1.37,1,Japan Post
111,YP115-1,Completed,Australia,59.41,67881-12290,"Weatherstrip, Back Door",103.17,1,FedEx Priority
1219,YP1475-1,Сanceled,Netherlands,36.42,71511-1A080,"Pad, Front Seat Cushion, Rh(For Separate Type)",144.21,1,FedEx Priority
1943,YP2360-1,Paid,Australia,312.63,LF50-13-201B,"Duct,Fresh Air",128.98,1,DHL Express
439,YP485-1,Completed,Netherlands,26.84,90341-18089,Plug(For Oil Pan Drain),3.2800000000000002,1,FedEx Priority
1502,YP1626-3,Awaiting payment,United States,29.13,23751-3EV0A,Module Assy-Vel,688.87,1,FedEx Priority
2643,YP1074-5,Paid,Australia,28.06,90363-12002,Bearing (For Input Shaft),8.92,1,Japan Post
499,YP543-1,Сanceled,Australia,68.99,65996-91402,"Clamp, Curtain Rail, No.2",2.7,2,DHL Express
1120,YP682-5,Awaiting payment,Australia,129.54,75874-30380,"Moulding, Quarter Panel Wheel Opening, Lh",24.86,1,DHL Express
1698,YP2036-1,Paid,Israel,78.05,28913-4CC1A,Cap,2,1,Express Mail Service
534,YP583-1,Сanceled,Australia,88.6,68162-35031,"Weatherstrip Assy, Front Door Glass, Outer Lh",44.79,1,DHL Express
2272,YP2779-2,Completed,Australia,34.42,95337-08600-00,Nut,0.98,2,Japan Post
1218,YP1474-1,Completed,Great Britain,36.42,MR527714,"Nut,Brake M/Cyl",2.64,1,FedEx Priority
497,YP548-1,Сanceled,Barbados,2566.99,52119-5A970-C1,"Cover, Front Bumper",492.77,1,FedEx Priority
181,YP179-1,Completed,Germany,48.83,46504-20010,"Plate Sub-Assy, Parking Brake, Lh",215.73,1,FedEx Priority
162,YP165-1,Сanceled,Great Britain,110.17,16261-20010,"Hose, Water By-Pass, No.1",17.47,1,FedEx Priority
2375,YP2942-1,Awaiting payment,United Arab Emirates,39.91,SU003-03522,"Bearing, Input Shaft",20.02,1,FedEx Priority
1406,YP1646-1,Paid,Costa Rica,122.87,81572-60030,"Gasket, Center Stop Lamp",16.04,1,Express Mail Service
648,YP729-1,Completed,Hong Kong,113.52,69206-30150-B6,"Handle Sub-Assy, Front Door Inside, Lh",20.57,1,Express Mail Service
2982,YP3727-1,Awaiting payment,United States,25.08,5713A125,"Regulator,Fr Door Window,Lh",78.32,1,Express Mail Service
776,YP895-1,Сanceled,Chile,60.66,90159-60477,"Screw, No.2",0.7,1,FedEx Priority
2282,YP2793-1,Сanceled,Australia,119.72,53550-60110,"Hook Assy, Hood Auxiliary Catch",35.61,1,Japan Post
1802,YP2181-1,Completed,United States,31.54,16401-36011,"Cap Sub-Assy, Radiator",18.82,1,FedEx Priority
2987,YP3711-2,Awaiting payment,United States,31.02,90467-11085,Clamp Or Clip(For Radiator Reserve Tank Hose),1.55,2,FedEx Priority
1042,YP1231-1,Completed,Spain,55.21,94180-41000,New Genuine Part,0.95,2,FedEx Priority
2663,YP1554-7,Completed,Australia,50.12,47803-12060,"Cover Sub-Assy, Disc Brake Dust, Rear Rh",19.9,1,DHL Express
162,YP165-1,Сanceled,Great Britain,110.17,91631-B0616,New Genuine Part,0.7,1,FedEx Priority
3087,YP3854-1,Paid,United Arab Emirates,29.17,90189-06140,Clip,1.85,2,FedEx Priority
3031,YP3784-1,Paid,Japan,28.76,90119-10679,Bolt,4.11,8,Japan Post
2782,YP2881-2,Awaiting payment,Netherlands,562.45,61632-60110,"Panel, Quarter Wheel House, Outer Lh",150.31,1,DHL Express
695,YP621-4,Сanceled,United States,78.61,33332-12130,"Gear, 2Nd",86.76,1,FedEx Priority
1577,YP1864-1,Completed,Great Britain,36.42,F151-28-66Z,"Bolt,Adjust",6.14,2,FedEx Priority
1987,YP2414-1,Сanceled,Australia,56.59,1375A088,"Hose,Radiator Condenser Tank",13.74,1,Japan Post
1490,YP285-4,Completed,Saudi Arabia,68.63,67865-50010,"Weatherstrip, Front Door, No.3 Rh",20.75,1,FedEx Priority
1465,YP1457-3,Сanceled,United States,29.13,17881-30060,"Hose, Air Cleaner, No.1",40.1,1,FedEx Priority
2651,YP3260-2,Awaiting payment,Spain,50.95,81551-90A00,"Lens, Rear Combination Lamp, Rh",60.03,1,FedEx Priority
2158,YP2628-1,Awaiting payment,Canada,26.24,1500A482,"Cover,Air Cleaner",87.47,1,International Express
1799,YP2179-1,Completed,Australia,37.4,96761-24020,New Genuine Part,2.17,1,Express Mail Service
2560,YP3143-1,Completed,Australia,37.79,B88-2472K-00-P0,"Cover, Tail 2",121.93,1,Japan Post
2405,YP2486-2,Сanceled,United States,130.73,90467-42001,"Clip, Radiator Hose, No.1",9.86,1,FedEx Priority
2789,YP3435-1,Awaiting payment,Saint Lucia,4297.28,52159-20A10-B0,"Cover, Rear Bumper",745.92,1,FedEx Priority
2962,YP3696-1,Сanceled,United Arab Emirates,34.11,75315-28010,"Ornament, Radiator Grille",23.26,1,Domestic
648,YP729-1,Completed,Hong Kong,113.52,75710-43020,"Moulding Assy, Front Door Belt, Rh",58.03,1,Express Mail Service
521,YP563-2,Completed,United States,28.84,77020-52421,"Tube Assy, Fuel Suction W/Pump & Gage",500.62,1,FedEx Priority
635,YP668-2,Сanceled,Australia,309.47,43211-17090,"Knuckle, Steering, Rh",181.73,1,FedEx Priority
1288,YP1563-1,Awaiting payment,United States,43.14,13505-46041,"Idler Sub-Assy, Timing Belt, No.1",31.13,1,Japan Post
625,YP701-1,Сanceled,United States,23.31,74130-60040-A0,"Receptacle Assy, Rear Ash",45.37,1,FedEx Priority
650,YP731-2,Paid,Australia,78.9,90179-05172,New Genuine Part,1.17,1,Express Mail Service
2125,YP1220-4,Paid,Moldova,24.13,58808-12300-B0,"Cover Sub-Assy, Shifting Hole",19.2,1,FedEx Priority
1743,YP2033-2,Awaiting payment,France,30.51,31728-29X0A,Strainer Assy-O,30.15,1,FedEx Priority
2649,YP3199-2,Paid,United Arab Emirates,13.33,53285-WAA01,"Duct, Cool Air Intake, Lh",31.04,1,Domestic
2273,YP401-10,Awaiting payment,Singapore,96.44,48331-B4010,"Bumper, Front Spring, No.1",21.18,2,FedEx Priority
2289,YP2799-1,Completed,United States,21.88,77360-24010,"Spring, Fuel Filler Opening Lid Hinge",4.15,1,FedEx Priority
99,YP105-1,Сanceled,Canada,57.74,LF01-13-655,"Gasket,Throttle Body",86.83,1,Japan Post
923,YP1059-1,Сanceled,Mexico,25.57,14463-3XN8B,Hose-Air Inlet,53.78,1,FedEx Priority
736,YP837-1,Completed,Great Britain,24.41,3517A053,"Bracket,Rr Motor Mounting Fr",87.2,1,FedEx Priority
1795,YP2174-1,Сanceled,United States,34.62,90564-A0058,Shim(For Rear Differential Side Gear Thrust),3.54,1,FedEx Priority
1797,YP2177-1,Сanceled,Australia,74.26,17881-67070,"Hose, Air Cleaner, No.1",52.1,1,FedEx Priority
3070,YP3627-1,Сanceled,New Zealand,27.95,67401-89107,"Frame Sub-Assy, Front Door, Front Lower Rh",30.07,1,Japan Post
2550,YP3055-1,Completed,Ireland,23.99,90345-06014,Plug (For Ball Joint),1.72,4,FedEx Priority
555,YP604-1,Awaiting payment,Australia,593.29,53879-17020,"Retainer, Front Fender Liner",1.69,4,DHL Express
3080,YP3846-1,Paid,Australia,45.25,75551-0K160,"Moulding, Roof Drip Side Finish, Rh",26.68,1,DHL Express
1027,YP1203-1,Awaiting payment,Barbados,96.97,04111-BZ940,"Gasket Kit, Engine Overhaul",199.31,1,DHL Express
751,YP858-1,Completed,United States,23.31,90189-04156,New Genuine Part,1.41,4,FedEx Priority
474,YP527-1,Completed,Australia,59.41,13032-18000,Dowel Cam Gear,0.88,2,FedEx Priority
1119,YP1325-1,Сanceled,Philippines,27.45,5743A049,"Regulator,Rr Door Window,Lh",92.33,1,Japan Post
3010,YP563-7,Сanceled,United States,195.61,81130-12J70,"Unit Assy, Headlamp, Rh",344.6,1,FedEx Priority
1366,YP1669-1,Completed,Philippines,47,81193-60160,"Retainer, Headlamp Protector, Upper Rh",6.75,1,FedEx Priority
2732,YP3172-2,Сanceled,Kenya,177.65,31358-42010,"Cap, Over Center Spring",6.19,1,Japan Post
2569,YP1279-2,Completed,Australia,30.01,84721-33010,"Switch, Panoramic View Monitor",7.5600000000000005,1,Japan Post
2640,YP2348-10,Сanceled,United States,22.91,47315-35160,"Tube, Front Brake, No.5",41.49,1,FedEx Priority
2667,YP3281-1,Awaiting payment,Israel,23.85,F0X-61624-00-00,Boweye 1,33.35,1,FedEx Priority
1114,YP668-4,Сanceled,Australia,309.47,43211-17100,"Knuckle, Steering, Rh",181.73,1,FedEx Priority
734,YP833-1,Completed,Austria,26.84,90904-30008,Gasket,3.87,6,Express Mail Service
695,YP621-4,Сanceled,United States,78.61,90366-28019,Bearing (For Output Shaft Front),22.16,1,FedEx Priority
1628,YP1935-1,Сanceled,United States,31.96,90250-10059,Pin(For Steering Intermediate Shaft),4.75,1,FedEx Priority
1717,YP996-2,Completed,Norway,35.7,90183-06065,New Genuine Part,1.65,2,Japan Post
1193,YP1296-2,Сanceled,Australia,92.36,90189-06027,New Genuine Part,0.59,4,DHL Express
648,YP729-1,Completed,Hong Kong,113.52,90119-06451,New Genuine Part,0.63,3,Express Mail Service
2634,YP3238-1,Awaiting payment,Bosnia and Herzegovina,28.89,1140A043,"Guide,Timing Chain Loose Side",42.61,1,FedEx Priority
966,YP1117-1,Awaiting payment,United States,25.57,75720-12780,"Moulding Assy, Front Door Belt, Lh",29.19,1,FedEx Priority
870,YP997-3,Сanceled,Great Britain,26.84,23670-09470,Injector Assy,491.72,1,FedEx Priority
2921,YP3634-1,Сanceled,Saudi Arabia,25.52,5301B985,"Extension,Qtr Panel,Lwr Otr Lh",108.28,1,GULF Express
2050,YP2348-2,Сanceled,Canada,32.63,90950-04025,"Shim, Mounting, No.1",5.26,12,Japan Post
1735,YP2081-1,Сanceled,United States,39.51,11201-65020,"Cover Sub-Assy, Cylinder Head",175,1,FedEx Priority
1490,YP285-4,Completed,Saudi Arabia,68.63,90467-06195,"Clip, Front Door Weatherstrip",0.59,2,FedEx Priority
1712,YP2052-1,Completed,United States,34.62,17569-17010,"Stay, Exhaust Pipe Support, No.2",29.12,1,FedEx Priority
1543,YP1836-1,Сanceled,Croatia,36.75,91655-60820,New Genuine Part,1.76,1,FedEx Priority
196,YP173-1,Completed,Netherlands,24.41,82683-60140,"Plate, Caution(For Fuse)",1.6400000000000001,1,FedEx Priority
1406,YP1646-1,Paid,Costa Rica,122.87,11328-17010,"Gasket, Timing Gear Or Chain Cover",16.46,1,Express Mail Service
2582,YP3172-1,Сanceled,Kenya,170.28,94130-61000,Nut(For Rear Support To Rear Shock Absorber Rh),1.2,1,DHL Express
1797,YP2177-1,Сanceled,Australia,74.26,96111-10900,"Clamp(For Air Cleaner Hose, No.2)",6.11,1,FedEx Priority
2830,YP3510-1,Awaiting payment,East Timor,224.41,52217-35180,"Bolt, Body Mounting",7.5600000000000005,2,DHL Express
325,YP360-1,Paid,Australia,34.69,8158A-0D610,"Led, Rear Combination Lamp",60.97,1,DHL Express
1217,YP1032-2,Сanceled,United States,23.31,B210-43-900,"Valve,Dual Proportioning",176.41,1,FedEx Priority
2969,YP3708-1,Сanceled,Romania,93.85,61607-60020,"Panel, Quarter Wheel House, Inner Rh",207.75,1,FedEx Priority
1409,YP1707-1,Сanceled,Australia,2143.13,52021-28200,"Reinforcement Sub-Assy, Front Bumper",156.17,1,DHL Express
603,YP672-1,Сanceled,United Arab Emirates,70.18,55900-14530,"Control Assy, Air Conditioner",472.49,1,FedEx Priority
2930,YP3646-1,Сanceled,Australia,45.25,MR730713,"Panel,Instrument,Ctr",100.99,1,DHL Express
2771,YP3172-4,Paid,Kenya,178.37,55107-12291,"Support Sub-Assy, Clutch Pedal",33.63,1,DHL Express
3046,YP3809-1,Сanceled,Israel,28.5,93102-12224-00,Oil Seal,5.51,1,FedEx Priority
776,YP895-1,Сanceled,Chile,60.66,53155-78010,"Seal, Front Fender, Rh",10.55,1,FedEx Priority
2963,YP3697-1,Paid,United States,1430.1,63111-90A00,"Panel, Roof",956.77,1,FedEx Priority
1518,YP1795-1,Сanceled,Japan,41.14,MB727413,"Cap,Fr Door Trim Screw",3.66,1,DHL Express
293,YP323-1,Сanceled,Brazil,47.64,4605B916,"Pad Set,Rr Brake",117.24,1,Japan Post
69,YP61-1,Сanceled,Australia,45.21,90164-60024,New Genuine Part,1.06,10,DHL Express
1318,YP1606-1,Completed,Guam,39.17,75874-04090,"Moulding, Quarter Panel Wheel Opening, Lh",113.72,1,Japan Post
352,YP384-1,Сanceled,United States,261.82,48510-20680,"Absorber Assy, Shock, Front Rh",252.07,1,FedEx Priority
2593,YP3182-1,Paid,Spain,46.82,33504-60130-C0,"Knob Sub-Assy, Shift Lever",137.65,1,DHL Express
735,YP836-1,Сanceled,New Zealand,102.41,68710-24030,"Hinge Assy, Front Door, Rh",283.73,1,DHL Express
2923,YP3636-1,Awaiting payment,Greece,26.41,76801-47060-G0,"Garnish Sub-Assy, Back Door, Outside",225.81,1,FedEx Priority
2768,YP3411-1,Сanceled,Finland,28.45,MD362970,Piston & Pin Assy,73.54,2,FedEx Priority
3003,YP1097-5,Сanceled,United States,279.23,36110-35321,Transfer Assy,2636.68,1,FedEx Priority
2215,YP2706-1,Сanceled,Canada,23.25,62920-12011,"Lock Assy, Quarter Window, Lh",31.91,1,FedEx Priority
1952,YP2339-2,Awaiting payment,Norway,90.11,1110C479,"Ring Set,Piston",48.98,1,FedEx Priority
3026,YP1137-4,Awaiting payment,Australia,27.89,90201-10042,"Washer, Plate (For Transmission Control Cable)",1.23,1,Express Mail Service
2850,YP3545-1,Completed,United States,25.16,2910A065,"Bushing,Eng Rr Mounting",4.11,4,FedEx Priority
580,YP638-1,Completed,Guyana,42.65,08642-00050,New Genuine Part,105.52,1,FedEx Priority
1375,YP1681-1,Сanceled,Brunei,23.32,89411-28030,"Sensor, Speed",69.17,1,Japan Post
2755,YP3395-1,Completed,Ireland,56.06,MR977373,"Switch Assy,Eng Starting",134.02,1,FedEx Priority
2771,YP3172-4,Paid,Kenya,178.37,33530-12C30,"Lever Assy, Shift (For Floor Shift)",75.05,1,DHL Express
695,YP621-4,Сanceled,United States,78.61,33364-12060,"Sleeve, Transmission Hub, No.2",47.95,1,FedEx Priority
162,YP165-1,Сanceled,Great Britain,110.17,90467-14017,Clip(For Ventilation Hose No.2),1.17,2,FedEx Priority
2979,YP3721-1,Paid,Australia,52.65,B468-50-655,"Protector'b'(L),Beltline",7.88,1,DHL Express
2053,YP2498-1,Сanceled,Puerto Rico,25.64,35921-12350,"Plate, Control Position Indicator",62.58,1,FedEx Priority
1577,YP1864-1,Completed,Great Britain,36.42,9YB041238,Nut,4.14,2,FedEx Priority
1299,YP1367-1,Сanceled,United States,106.53,55556-90A01,"Arm, Glove Compartment Door Check",24.03,1,Japan Post
2646,YP2579-1,Paid,Israel,23.99,90269-06021-00,Rivet,0.77,12,FedEx Priority
1547,YP1841-1,Completed,Fiji,35.7,90950-08004,"Clip, Front Pillar Garnish",1.06,2,Japan Post
2398,YP2961-1,Awaiting payment,Australia,28.4,69110-60021,"Actuator Assy, Front Door Lock, Rh",59.79,1,Japan Post
1844,YP2167-1,Сanceled,Serbia,33.8,5UH-12170-10-00,カムシヤフトアセンブリ 1,114.68,1,FedEx Priority
85,YP85-1,Сanceled,Martinique,42.65,77201-35320,"Pipe Sub-Assy, Fuel Tank Inlet",43.73,1,FedEx Priority
1378,YP1684-1,Сanceled,Saudi Arabia,39.9,13562-47020,"Damper, Chain Vibration, No.2",11.49,1,FedEx Priority
1925,YP2339-1,Сanceled,Norway,38.29,1110C479,"Ring Set,Piston",48.98,1,FedEx Priority
2647,YP3258-1,Paid,Australia,51.38,75441-60500-B1,"Plate, Back Door Name, No.3",175.22,1,Japan Post
2101,YP2561-1,Paid,Mexico,45.3,36235-35H01,New Genuine Part,152.92,1,FedEx Priority
721,YP811-1,Сanceled,Iceland,48.73,52201-35090,"Cushiion Sub-Assy, Cab Mounting, No.1 Upper",12.98,2,FedEx Priority
2392,YP1421-1,Сanceled,Azerbaijan,96.69,67046-60010,"Frame Sub-Assy, Side Front Window, Center Lh",38.47,1,FedEx Priority
2287,YP2797-1,Paid,United States,41.76,90915-30002,"Filter Sub-Assy, Oil",45.38,4,FedEx Priority
3089,YP3860-1,Paid,Oman,446.83,53123-50030,"Moulding, Radiator Grille Side, Rh",19.68,1,FedEx Priority
2479,YP3075-1,Completed,Kenya,31.37,90561-10018,Spacer(For Fuel Injector),2.4,5,FedEx Priority
2334,YP2872-1,Сanceled,Lithuania,29.23,81916-89101,"Rim, Side Turn Signal Lamp, Rh",11.77,1,FedEx Priority
1123,YP582-4,Completed,Australia,73.89,90171-16050,"Nut, Castle (For Front Lower Ball Joint Setting)",1.88,2,DHL Express
666,YP753-1,Awaiting payment,Bahamas,85.55,48770-05010,"Arm Assy, Upper Control, Rear Rh",91.45,2,FedEx Priority
2345,YP1313-2,Сanceled,United States,25.42,12305-37250,"Insulator Sub-Assy, Engine Mounting, Rh",119.2,1,FedEx Priority
2568,YP1279-1,Сanceled,Australia,28.06,90119-06938,New Genuine Part,0.86,1,Japan Post
3059,YP3821-1,Awaiting payment,Mozambique,439.97,90183-04046,Washer,0.34,2,FedEx Priority
1573,YP1731-2,Paid,Denmark,61.04,90430-18008,"Gasket, Refill Plug(Cvt)",1.44,1,Express Mail Service
1382,YP1484-3,Сanceled,United States,29.13,88716-17241,"Pipe, Cooler Refrigerant Liquid, A",94.97,1,FedEx Priority
2760,YP2157-4,Paid,Australia,229.4,90467-28005,"Clamp Or Clip, Hose(For Water By-Pass Hose)",4.47,2,FedEx Priority
3094,YP3870-1,Сanceled,Kenya,998.49,19000-47280,"Engine Assy, Partial",4022.42,1,FedEx Priority
342,YP375-1,Сanceled,Australia,34.69,64510-20140,"Hinge Assy, Luggage Compartment Door, Rh",31.54,1,DHL Express
2990,YP3634-5,Сanceled,Saudi Arabia,44.87,6410A187,"Bracket,Rr Bumper Face Support,Lh",12.54,1,GULF Express
1531,YP1806-2,Awaiting payment,Great Britain,154.07,43345-B2010,"Cover, Lower Ball Joint Dust",9.38,1,Japan Post
2216,YP2709-1,Awaiting payment,Australia,793.38,55401-30662-C2,New Genuine Part,864.95,1,DHL Express
2974,YP3634-4,Сanceled,Saudi Arabia,126.99,7420A081WB,"Overfender,Rr Lh",97.88,1,DHL Express
281,YP308-1,Completed,Chile,51.98,23260-39075,"Injector Assy, Cold Start Fuel",111.38,1,FedEx Priority
422,YP466-1,Сanceled,Canada,28.84,53911-89107,"Panel, Front Valance",136,1,FedEx Priority
1075,YP1282-1,Awaiting payment,Kazakhstan,63.69,8646C-06070,"Camera, Forward Recognition",359.93,1,FedEx Priority
484,YP535-1,Completed,Canada,36.49,54580-15U00,Pin-Transvrs Li,4.54,2,FedEx Priority
1042,YP1231-1,Completed,Spain,55.21,91512-61035,New Genuine Part,0.95,2,FedEx Priority
1994,YP2424-1,Сanceled,Kuwait,31.86,77785-06020,"Harness, Fuel Pump",13.67,1,FedEx Priority
2297,YP2819-1,Awaiting payment,Saudi Arabia,31.73,75432-60020,"Plate, Back Door Name, No.2",13.67,1,FedEx Priority
2632,YP3233-1,Сanceled,Australia,171.11,MB506286,"Panel,Fr Door,Otr Rh",297.75,1,FedEx Priority
1698,YP2036-1,Paid,Israel,78.05,91280-4CC0A,Deflector Assy,110.49,1,Express Mail Service
2120,YP2174-3,Сanceled,United States,27.79,90564-A0079,Shim(For Rear Differential Side Gear Thrust),3.87,1,FedEx Priority
3087,YP3854-1,Paid,United Arab Emirates,29.17,68142-60011,"Run, Rear Door Glass, Rh",63.34,1,Domestic
3076,YP3844-1,Сanceled,United States,25.02,90949-03111,"Spring, Compression(For Turn Over Spring Seat)",14.73,1,FedEx Priority
1597,YP1888-1,Awaiting payment,United States,39.51,48750-52220,"Support Assy, Rear Suspension, Rh",22.6,2,FedEx Priority
1787,YP285-5,Сanceled,Saudi Arabia,106.71,86510-50170,"Horn Assy, High Pitched",49.64,1,FedEx Priority
970,YP1124-1,Completed,United States,25.57,62384-17010,"Weatherstrip, Roof Side Rail, Rear Lh",63.31,1,FedEx Priority
259,YP285-3,Completed,Saudi Arabia,34.8,48705-50010,"Link Sub-Assy, Toe Control, Rh",60.97,1,FedEx Priority
737,YP834-1,Сanceled,Cyprus,27.04,17881-74890,"Hose, Air Cleaner, No.1",48.89,1,FedEx Priority
2769,YP3172-3,Сanceled,Kenya,178.37,90119-08C59,New Genuine Part,1.2,1,DHL Express
582,YP640-1,Awaiting payment,United Arab Emirates,320.57,11193-70010,Gasket(For Spark Plug Tube),2.21,30,FedEx Priority
2169,YP2647-1,Сanceled,United States,31.91,12372-74250,"Insulator, Engine Mounting, Lh(For Transverse Engine)",133.21,1,FedEx Priority
3076,YP3844-1,Сanceled,United States,25.02,90386-08036,Bush(For Clutch Master Cylinder Push Rod Clevis),1.71,1,FedEx Priority
1123,YP582-4,Completed,Australia,73.89,48452-35020,"Plate, Front Suspension Toe Adjust, No.2",12.9,2,DHL Express
3031,YP3784-1,Paid,Japan,28.76,41651-24020,"Cushion, Rear Differential Moumt, No.3",67.19,1,Japan Post
305,YP339-1,Сanceled,Hong Kong,22.64,74250-60110-B0,"Armrest Assy, Rear Rh",37.87,1,Express Mail Service
2025,YP2304-4,Сanceled,Japan,48.66,B4B-11351-00-00,"Gasket, Cylinder",5.64,2,DHL Express
1531,YP1806-2,Awaiting payment,Great Britain,154.07,48068-B1010,"Arm Sub-Assy, Front Suspension, Lower No.1 Rh",83.24,1,Japan Post
2282,YP2793-1,Сanceled,Australia,119.72,82663-60150,"Cover, Relay Block, Lower",36.49,1,Japan Post
3095,YP3871-1,Awaiting payment,Bahrain,194.55,MR376898,"Lamp Kit,Combination,Rr Rh",284.88,1,DHL Express
695,YP621-4,Сanceled,United States,78.61,33361-20070,"Hub, Transmission Clutch, No.1",45.37,1,FedEx Priority
532,YP239-3,Сanceled,Canada,31.61,16100-61012,"Pump Assy, Engine Water",215.73,1,FedEx Priority
2898,YP3604-1,Сanceled,New Zealand,55.8,53122-48050,"Moulding, Radiator Grille, Lower",246.12,1,Japan Post
682,YP771-1,Awaiting payment,Australia,192.47,17177-28010,"Gasket, Intake Manifold To Head, No.1",5.16,1,DHL Express
3022,YP3773-1,Сanceled,Australia,81.45,83110-90A00,Speedometer Assy,292.89,1,DHL Express
2798,YP3450-1,Paid,Australia,31.94,B001-46-062,Bush,4.33,2,Japan Post
221,YP239-1,Completed,Canada,37.43,45460-69175,"Rod Assy, Tie",158.28,1,FedEx Priority
2766,YP3410-1,Awaiting payment,Australia,339.41,53702-30832,New Genuine Part,410.31,1,DHL Express
2075,YP1074-3,Completed,Australia,96.72,11320-67010,"Case Assy, Timing Gear",197.03,1,DHL Express
2162,YP2636-1,Сanceled,United States,61.94,90430-12026,Gasket(For Fuel Filter),1.3900000000000001,1,Japan Post
1128,YP1339-1,Сanceled,Qatar,78.61,11209-50101,"Cover Sub-Assy, V-Bank",365.8,1,FedEx Priority
941,YP1082-1,Completed,Malta,24.58,90923-05021,"Gasket, Fuel Pump",2.7,2,FedEx Priority
1952,YP2339-2,Awaiting payment,Norway,90.11,1115A761,"Bearing,Connrod",9.67,7,FedEx Priority
1042,YP1231-1,Completed,Spain,55.21,90159-45002,New Genuine Part,1.16,2,FedEx Priority
3080,YP3846-1,Paid,Australia,45.25,75552-0K160,"Moulding, Roof Drip Side Finish, Lh",27.81,1,DHL Express
689,YP776-1,Completed,United States,28.84,35789-50060,"Race, Thrust Bearing (Input Shaft Rear)",10.34,1,FedEx Priority
2196,YP2617-3,Сanceled,Saudi Arabia,30.47,74630-60020-03,"Grip Assy, Assist, Rear Lh",39.23,1,Japan Post
867,YP997-1,Сanceled,Great Britain,26.84,23670-09470,Injector Assy,546.35,1,FedEx Priority
501,YP401-2,Completed,Singapore,31.64,86077-60010-E7,"Cover Kit, Antenna",18.17,1,FedEx Priority
1300,YP1367-2,Сanceled,United States,106.53,55556-90A01,"Arm, Glove Compartment Door Check",24.03,1,Japan Post
2830,YP3510-1,Awaiting payment,East Timor,224.41,52216-60040,"Stopper, Cab Mounting Cushion",5.71,3,DHL Express
1306,YP1587-1,Completed,United States,67.84,77012-20110,"Tube Sub-Assy, Fuel Tank Breather",23.95,1,Japan Post
639,YP682-4,Сanceled,Australia,46.69,53838-30060,"Bracket, Front Side Panel, No.2 Lh",17.47,1,Express Mail Service
48,YP36-1,Completed,Australia,109.19,33504-24010-C1,"Knob Sub-Assy, Shift Lever",20.28,1,Japan Post
650,YP731-2,Paid,Australia,78.9,52176-60020,"Bracket, Rear Bumper Arm Mounting, Lh",5.51,1,Express Mail Service
1316,YP1604-2,Completed,Australia,35.7,58871-20060,"Cushion, Console Box",1.29,1,Japan Post
307,YP341-1,Сanceled,Italy,34.66,41654-26010,"Stopper, Differential Mount, Lower",7.5,1,Japan Post
1507,YP1716-1,Completed,United States,31.96,89421-B2030,"Sensor, Vacuum",69.17,1,FedEx Priority
2011,YP1074-2,Paid,Australia,30.64,91551-10820,New Genuine Part,1.26,2,Express Mail Service
1162,YP1384-1,Awaiting payment,Kuwait,39.9,17801-30040,"Element Sub-Assy, Air Cleaner Filter",52.76,1,FedEx Priority
136,YP129-3,Сanceled,United States,27.7,81511-14380,"Lens, Front Turn Signal Lamp, Rh",42.56,1,FedEx Priority
1645,YP1658-4,Paid,Latvia,27.82,75397-42010,"Clip, Outside Moulding, No.3",1.78,4,Express Mail Service
969,YP1121-1,Awaiting payment,Brunei,22.64,69023-44040,"Handle, Back Door Outside",48.89,1,Japan Post
964,YP1112-1,Completed,New Zealand,156.88,16401-54750,"Cap Sub-Assy, Radiator",10.55,1,FedEx Priority
254,YP281-2,Awaiting payment,Saudi Arabia,99.09,48654-0K080,"Bush, Front Lower Arm, No.1 Rh",17.59,2,Japan Post
2223,YP2717-1,Сanceled,Puerto Rico,23.25,MB646885,"Cap,Air Spoiler",1.74,2,
1560,YP1850-1,Completed,Great Britain,30.51,62223-1KA0A,"Brkt-Bpr Side,L",8.12,1,Japan Post
584,YP626-1,Completed,Bermuda,137.81,16572-28220,"Hose, Radiator, Outlet",17.82,2,FedEx Priority
2744,YP3381-1,Paid,Australia,91.65,62461-36052,"Run, Rear Side Window, Lh",83.71,1,DHL Express
2977,YP3717-1,Сanceled,Indonesia,28.8,84317-33030,"Sensor, Steering Position",186.11,1,FedEx Priority
484,YP535-1,Completed,Canada,36.49,01225-00231,Nut-Hex,2.93,6,FedEx Priority
1212,YP1461-1,Сanceled,Norway,36.42,96221-30905,New Genuine Part,3.59,2,FedEx Priority
311,YP345-1,Completed,United States,23.31,69975-60010,"Filler, Rear Door Glass Channel",6.57,1,FedEx Priority
1657,YP1980-1,Сanceled,Great Britain,24.41,75392-42011,"Retainer, Outside Moulding",7.27,6,FedEx Priority
790,YP651-1,Completed,Saudi Arabia,99.71,90480-15002,Grommet(For Hood Support),2.34,2,FedEx Priority
1003,YP1172-1,Completed,Hong Kong,107.7,22060-46070,"Lever Assy, Throttle W/Sensor",304.83,1,FedEx Priority
2284,YP2794-1,Awaiting payment,Great Britain,30.72,D651-32-AB0,"Shaft,Intermed.",133.01,1,FedEx Priority
